id,district
23202,Ивановское
144085,Вешняки
142799,Ивановское
149336,Перово
28815,Новогиреево
27509,Новокосино
29553,Вешняки
20981,Перово
29548,Вешняки
28785,Вешняки
27490,Ивановское
27356,Ивановское
28813,Новогиреево
27492,Ивановское
28808,Новогиреево
27506,Новокосино
28810,Новогиреево
28805,Новогиреево
21450,Перово
21442,Ивановское
21446,Перово
21555,Перово
27499,Ивановское
27508,Новокосино
28829,Перово
27495,Ивановское
28786,Вешняки
29555,Вешняки
28794,Косино-Ухтомский
27501,Косино-Ухтомский
21447,Перово
21448,Перово
28824,Перово
28819,Перово
29552,Вешняки
28807,Новогиреево
28811,Новогиреево
28809,Новогиреево
28828,Перово
29230,Вешняки
27491,Ивановское
29546,Вешняки
29231,Вешняки
29550,Вешняки
27494,Ивановское
27357,Ивановское
29545,Вешняки
28827,Перово
28822,Перово
28821,Перово
29547,Вешняки
27510,Новокосино
27513,Новокосино
27489,Ивановское
29554,Вешняки
28820,Перово
28806,Новогиреево
21283,Перово
21207,Перово
21353,Вешняки
23224,Перово
28818,Новокосино
27500,Ивановское
28823,Перово
80548,Басманный
20713,Соколиная Гора
152540,Соколиная Гора
147706,Соколиная Гора
70956,Соколиная Гора
27292,Орехово-Борисово Северное
142154,Братеево
125947,Царицыно
151876,Царицыно
144740,Братеево
23743,Орехово-Борисово Южное
23585,Бирюлёво Восточное
73264,Царицыно
83457,Бирюлёво Восточное
81201,Орехово-Борисово Южное
125641,Орехово-Борисово Северное
151719,Царицыно
28127,Нагатино-Садовники
28349,Братеево
29317,Зябликово
29426,Зябликово
29425,Зябликово
29043,Царицыно
75495,Царицыно
28131,Нагатино-Садовники
28358,Москворечье-Сабурово
21477,Царицыно
21474,Нагатино-Садовники
21393,Москворечье-Сабурово
21473,Нагатино-Садовники
21478,Царицыно
29321,Москворечье-Сабурово
29322,Москворечье-Сабурово
21535,Москворечье-Сабурово
21469,Бирюлёво Восточное
21472,Нагатино-Садовники
28966,Бирюлёво Восточное
29021,Орехово-Борисово Южное
29023,Орехово-Борисово Южное
27597,Братеево
27598,Братеево
29026,Орехово-Борисово Южное
29315,Зябликово
29033,Орехово-Борисово Южное
29336,Орехово-Борисово Южное
29318,Зябликово
28961,Бирюлёво Восточное
29034,Орехово-Борисово Южное
28992,Нагатино-Садовники
27603,Братеево
27602,Братеево
29589,Зябликово
29587,Зябликово
29024,Орехово-Борисово Южное
28985,Зябликово
27537,Братеево
29590,Зябликово
29022,Орехово-Борисово Южное
29593,Зябликово
27601,Братеево
28963,Бирюлёво Восточное
28958,Бирюлёво Восточное
28964,Бирюлёво Восточное
28954,Бирюлёво Восточное
26584,Москворечье-Сабурово
26271,Орехово-Борисово Южное
157787,Орехово-Борисово Южное
92485,Царицыно
115040,Царицыно
26586,Москворечье-Сабурово
29704,Орехово-Борисово Северное
28120,Нагатино-Садовники
26267,Орехово-Борисово Северное
28519,Царицыно
82904,Нагатино-Садовники
25383,Зябликово
124259,Орехово-Борисово Южное
103638,Царицыно
125943,Царицыно
28117,Нагатино-Садовники
153147,Орехово-Борисово Южное
28962,Бирюлёво Восточное
53119,Орехово-Борисово Северное
53042,Орехово-Борисово Северное
89539,Орехово-Борисово Северное
148358,Зябликово
26585,Москворечье-Сабурово
25775,Братеево
88742,Орехово-Борисово Южное
149112,Нагатино-Садовники
131706,Москворечье-Сабурово
24556,Москворечье-Сабурово
23724,Орехово-Борисово Северное
125967,Орехово-Борисово Северное
144491,Царицыно
132024,Зябликово
29013,Орехово-Борисово Северное
29591,Зябликово
147902,Бирюлёво Восточное
28090,Бирюлёво Восточное
29323,Москворечье-Сабурово
27826,Нагатино-Садовники
28952,Бирюлёво Восточное
24558,Москворечье-Сабурово
157462,Зябликово
28520,Царицыно
29012,Орехово-Борисово Северное
28951,Бирюлёво Восточное
29320,Москворечье-Сабурово
28994,Нагатино-Садовники
142987,Нагатино-Садовники
26942,Москворечье-Сабурово
28128,Нагатино-Садовники
74715,Москворечье-Сабурово
92524,Царицыно
124662,Царицыно
75497,Царицыно
80992,Бирюлёво Восточное
25773,Бирюлёво Восточное
29575,Даниловский
23703,Нагатинский Затон
124198,Таганский
22021,Таганский
25012,Таганский
120402,Таганский
72172,Таганский
124823,Таганский
83961,Таганский
25826,Таганский
26741,Таганский
24307,Таганский
77237,Таганский
29155,Таганский
25007,Таганский
22026,Таганский
152970,Таганский
28417,Таганский
28411,Таганский
29302,Южнопортовый
143708,Даниловский
29328,Нагатинский Затон
21229,Нагатинский Затон
27094,Нагатино-Садовники
23678,Нагатино-Садовники
20856,Нагатинский Затон
29841,Нагатинский Затон
29749,Даниловский
133471,Даниловский
20716,Нагатино-Садовники
20679,Даниловский
23668,Нагатино-Садовники
29003,Нагатинский Затон
29004,Нагатинский Затон
28997,Нагатино-Садовники
21583,Даниловский
28996,Нагатино-Садовники
29324,Нагатинский Затон
21537,Нагатинский Затон
24551,Даниловский
133573,Даниловский
114318,Нагатинский Затон
23702,Нагатинский Затон
25633,Нагатинский Затон
69779,Нагатинский Затон
145688,Нагатинский Затон
156868,Нагатинский Затон
126190,Нагатино-Садовники
141478,Нагатино-Садовники
23708,Нагатинский Затон
147916,Таганский
83970,Таганский
78171,Таганский
152674,Таганский
69665,Таганский
150827,Таганский
21181,Таганский
29156,Таганский
155310,Таганский
83953,Таганский
25014,Таганский
29300,Южнопортовый
29305,Южнопортовый
29303,Южнопортовый
29309,Южнопортовый
29306,Южнопортовый
29307,Южнопортовый
29304,Южнопортовый
29311,Южнопортовый
81144,Южнопортовый
20768,Свиблово
83879,Свиблово
23159,Ярославский
26933,Ярославский
26935,Ярославский
135894,Лосиноостровский
82524,Ростокино
26184,Ростокино
28270,Лосиноостровский
25705,Свиблово
23115,Свиблово
89459,Лосиноостровский
156483,Лосиноостровский
27993,Ярославский
58801,Свиблово
28783,Ярославский
27465,Ярославский
28706,Бабушкинский
27468,Ярославский
28696,Бабушкинский
144425,Ростокино
28730,Лосиноостровский
27463,Ярославский
27438,Лосиноостровский
28698,Бабушкинский
28707,Бабушкинский
28705,Бабушкинский
28702,Бабушкинский
28701,Бабушкинский
28697,Бабушкинский
27442,Лосиноостровский
27461,Ярославский
29213,Алексеевский
29226,Ярославский
28700,Бабушкинский
27437,Лосиноостровский
144383,Ростокино
23163,Ярославский
23010,Лосиноостровский
84525,Лосиноостровский
27469,Ярославский
28708,Бабушкинский
29214,Алексеевский
144435,Ростокино
29228,Ярославский
29227,Ярославский
28784,Ярославский
29523,Алексеевский
23022,Лосиноостровский
29520,Алексеевский
29215,Алексеевский
25667,Алексеевский
91490,Ростокино
69846,Ростокино
25234,Алексеевский
27441,Лосиноостровский
29224,Свиблово
29517,Алексеевский
21526,Свиблово
27440,Лосиноостровский
149070,Ростокино
25703,Алексеевский
22895,Алексеевский
22903,Алексеевский
72598,Ростокино
23109,Ростокино
22185,Алексеевский
74586,Мещанский
124443,Мещанский
142073,Мещанский
22472,Мещанский
27980,Ростокино
147962,Мещанский
141493,Мещанский
72587,Мещанский
71392,Мещанский
28469,Алексеевский
20313,Мещанский
68315,Мещанский
140274,Мещанский
22496,Мещанский
78308,Мещанский
26003,Мещанский
139657,Мещанский
136627,Мещанский
125336,Мещанский
144012,Мещанский
28691,Алексеевский
25446,Мещанский
20910,Мещанский
20838,Алексеевский
20705,Алексеевский
22882,Алексеевский
22894,Алексеевский
20248,Алексеевский
20646,Алексеевский
20352,Алексеевский
25758,Алексеевский
26992,Алексеевский
27015,Алексеевский
27016,Алексеевский
27017,Алексеевский
27110,Алексеевский
23049,Останкинский
22471,Мещанский
21204,Останкинский
28275,Останкинский
22493,Мещанский
25603,Мещанский
139192,Мещанский
22479,Мещанский
27883,Мещанский
27872,Мещанский
28288,Останкинский
21253,Алексеевский
28690,Алексеевский
29525,Алексеевский
29222,Останкинский
27446,Останкинский
27353,Останкинский
156484,Мещанский
26000,Мещанский
74687,Мещанский
150084,Мещанский
78292,Мещанский
135829,Мещанский
80635,Мещанский
72293,Мещанский
138696,Мещанский
29521,Алексеевский
155911,Останкинский
25850,Останкинский
153976,Мещанский
138024,Мещанский
138022,Мещанский
21069,Мещанский
138019,Мещанский
21066,Мещанский
21068,Мещанский
26006,Мещанский
27445,Останкинский
29772,Останкинский
74795,Мещанский
138026,Мещанский
119933,Мещанский
138013,Мещанский
28633,Мещанский
138027,Мещанский
27444,Останкинский
21436,Останкинский
20940,Останкинский
27448,Останкинский
138012,Мещанский
20934,Марьина Роща
28630,Мещанский
21388,Марьина Роща
28629,Мещанский
20908,Мещанский
22881,Алексеевский
22875,Алексеевский
26556,Алексеевский
27447,Останкинский
21435,Останкинский
27416,Алексеевский
21192,Алексеевский
138014,Мещанский
28628,Мещанский
125121,Мещанский
111657,Мещанский
110161,Мещанский
110164,Мещанский
110166,Мещанский
110170,Мещанский
108082,Мещанский
107990,Мещанский
23051,Останкинский
19744,Кунцево
73586,Можайский
19877,Крылатское
157113,Фили-Давыдково
23278,Кунцево
23636,Кунцево
19743,Кунцево
23626,Кунцево
23761,Можайский
20044,Фили-Давыдково
23627,Кунцево
23277,Кунцево
69038,Кунцево
23414,Можайский
22843,Можайский
19898,Крылатское
80709,Крылатское
20135,Фили-Давыдково
20133,Фили-Давыдково
80882,Можайский
156548,Можайский
23676,Фили-Давыдково
23591,Крылатское
23581,Крылатское
23590,Крылатское
23589,Крылатское
23748,Можайский
23580,Крылатское
23739,Можайский
23592,Крылатское
23579,Крылатское
23615,Кунцево
23612,Кунцево
23616,Кунцево
23614,Кунцево
23816,Фили-Давыдково
23757,Можайский
23805,Фили-Давыдково
23729,Можайский
23760,Можайский
23806,Фили-Давыдково
23738,Можайский
23750,Можайский
23728,Можайский
23638,Можайский
23796,Фили-Давыдково
23826,Фили-Давыдково
23797,Фили-Давыдково
23617,Кунцево
19910,Кунцево
23578,Крылатское
23758,Можайский
23818,Фили-Давыдково
23809,Фили-Давыдково
23600,Кунцево
23276,Кунцево
23599,Кунцево
23603,Кунцево
23602,Кунцево
23749,Можайский
23817,Фили-Давыдково
23820,Фили-Давыдково
23740,Можайский
23741,Можайский
23759,Можайский
23593,Кунцево
23798,Фили-Давыдково
23628,Кунцево
23611,Кунцево
121372,Можайский
19878,Кунцево
20549,Арбат
126590,Арбат
127987,Арбат
29130,Арбат
28588,Дорогомилово
144899,Арбат
124362,Арбат
26723,Арбат
20727,Арбат
26725,Арбат
24134,Арбат
124617,Арбат
28369,Дорогомилово
28537,Дорогомилово
114477,Арбат
141266,Арбат
124634,Арбат
124544,Арбат
76928,Арбат
156932,Арбат
24972,Арбат
20755,Арбат
21175,Арбат
24133,Арбат
26394,Арбат
124533,Арбат
119615,Арбат
152732,Арбат
144404,Арбат
148146,Арбат
125359,Арбат
82723,Арбат
73575,Арбат
26732,Арбат
27211,Арбат
24957,Арбат
128035,Арбат
78275,Арбат
132485,Арбат
27090,Арбат
154580,Арбат
124128,Арбат
27024,Дорогомилово
26336,Дорогомилово
26333,Дорогомилово
26334,Дорогомилово
20417,Дорогомилово
147777,Арбат
141264,Арбат
140000,Арбат
119352,Арбат
152291,Арбат
152298,Арбат
152299,Арбат
152305,Арбат
152307,Арбат
152846,Арбат
140730,Арбат
140733,Арбат
127892,Арбат
148007,Арбат
151790,Арбат
152057,Арбат
152255,Арбат
152222,Арбат
152224,Арбат
152216,Арбат
98711,Арбат
150516,Арбат
26906,Арбат
28590,Дорогомилово
29406,Дорогомилово
28589,Дорогомилово
27671,Дорогомилово
29129,Арбат
26905,Арбат
27276,Арбат
27361,Дорогомилово
21507,Арбат
22462,Арбат
29631,Дорогомилово
21542,Дорогомилово
23314,Филёвский Парк
28367,Дорогомилово
23323,Филёвский Парк
23302,Филёвский Парк
23452,Филёвский Парк
69883,Дорогомилово
143405,Дорогомилово
19997,Филёвский Парк
69875,Дорогомилово
28538,Дорогомилово
28535,Дорогомилово
23322,Филёвский Парк
22765,Филёвский Парк
23675,Филёвский Парк
20040,Филёвский Парк
22764,Филёвский Парк
23381,Филёвский Парк
23391,Филёвский Парк
24170,Филёвский Парк
23315,Филёвский Парк
20017,Филёвский Парк
23625,Кунцево
20030,Филёвский Парк
28333,Нижегородский
29287,Нижегородский
29288,Нижегородский
27594,Нижегородский
23362,Кузьминки
28074,Нижегородский
69898,Рязанский
23539,Рязанский
27522,Кузьминки
27520,Кузьминки
83534,Кузьминки
28078,Нижегородский
27723,Нижегородский
23520,Рязанский
21461,Кузьминки
20948,Кузьминки
27595,Рязанский
28930,Рязанский
26227,Кузьминки
29667,Кузьминки
69934,Кузьминки
26247,Рязанский
29786,Выхино-Жулебино
29257,Выхино-Жулебино
29277,Кузьминки
29255,Выхино-Жулебино
29260,Выхино-Жулебино
29258,Выхино-Жулебино
29256,Выхино-Жулебино
29246,Выхино-Жулебино
29262,Выхино-Жулебино
29285,Люблино
21457,Кузьминки
28931,Нижегородский
20947,Кузьминки
29278,Кузьминки
28085,Рязанский
27252,Кузьминки
24487,Выхино-Жулебино
23344,Кузьминки
20216,Кузьминки
27020,Рязанский
21324,Кузьминки
75239,Выхино-Жулебино
26569,Выхино-Жулебино
28075,Нижегородский
23351,Кузьминки
21458,Кузьминки
156406,Кузьминки
21464,Кузьминки
21456,Кузьминки
23330,Капотня
26668,Люблино
28888,Люблино
27718,Люблино
27534,Текстильщики
28937,Печатники
72536,Текстильщики
28889,Люблино
28878,Люблино
21468,Люблино
21614,Люблино
28054,Люблино
24503,Капотня
28894,Марьино
23574,Текстильщики
52534,Марьино
26236,Люблино
72498,Текстильщики
21628,Марьино
27797,Текстильщики
21276,Текстильщики
22113,Марьино
136903,Люблино
24511,Люблино
23493,Печатники
155412,Люблино
24508,Люблино
23482,Печатники
24525,Марьино
28895,Марьино
77163,Печатники
23470,Печатники
29881,Печатники
21913,Печатники
27665,Текстильщики
23489,Печатники
134001,Текстильщики
155331,Текстильщики
23490,Печатники
28884,Люблино
29563,Печатники
29274,Капотня
28903,Марьино
28872,Люблино
29564,Печатники
29568,Печатники
72533,Текстильщики
29565,Печатники
28898,Марьино
28899,Марьино
28881,Люблино
29567,Печатники
28876,Люблино
29569,Печатники
28885,Люблино
28871,Люблино
28877,Люблино
21455,Капотня
27525,Текстильщики
28928,Марьино
28890,Люблино
28873,Люблино
28920,Марьино
28853,Капотня
29276,Капотня
28902,Марьино
28935,Печатники
27527,Текстильщики
28904,Марьино
28870,Люблино
29566,Печатники
28868,Люблино
29289,Нижегородский
22115,Южнопортовый
29171,Таганский
21325,Текстильщики
23562,Текстильщики
27664,Текстильщики
72532,Текстильщики
27530,Текстильщики
28934,Нижегородский
27528,Текстильщики
27529,Текстильщики
129283,Таганский
22562,Таганский
156738,Таганский
152971,Таганский
22565,Таганский
71382,Таганский
24308,Таганский
21184,Таганский
74936,Таганский
27331,Таганский
76138,Таганский
26743,Таганский
26050,Таганский
87588,Таганский
26763,Таганский
20281,Таганский
25864,Таганский
83958,Таганский
22015,Таганский
22020,Таганский
25582,Таганский
20558,Таганский
153029,Таганский
26758,Таганский
150840,Таганский
28415,Таганский
29167,Таганский
152969,Таганский
21000,Таганский
26749,Таганский
85921,Таганский
29168,Таганский
69253,Таганский
83950,Таганский
80854,Таганский
20560,Таганский
25023,Таганский
155535,Таганский
29172,Таганский
29164,Таганский
28407,Таганский
21177,Таганский
29160,Таганский
29152,Таганский
20999,Таганский
157020,Таганский
21182,Таганский
21176,Таганский
28205,Таганский
21178,Таганский
21183,Таганский
29162,Таганский
150839,Таганский
21179,Таганский
29174,Таганский
21242,Таганский
24306,Таганский
71376,Таганский
29169,Таганский
150823,Таганский
150838,Таганский
27663,Текстильщики
150833,Таганский
150835,Таганский
28418,Таганский
158162,Таганский
22563,Таганский
96132,Таганский
22002,Таганский
69657,Таганский
95977,Таганский
131121,Таганский
26753,Таганский
150834,Таганский
20562,Таганский
150830,Таганский
150832,Таганский
150822,Таганский
29767,Таганский
28940,Некрасовка
28414,Таганский
21029,Таганский
25584,Таганский
26053,Таганский
149523,Щукино
149500,Щукино
26621,Щукино
28595,Щукино
74999,Арбат
127905,Арбат
120924,Арбат
152882,Арбат
28915,Марьино
143071,Басманный
28826,Перово
137223,Перово
120364,Хамовники
22984,Раменки
75496,Царицыно
28119,Нагатино-Садовники
158190,Зябликово
20532,Зябликово
28516,Орехово-Борисово Южное
83891,Нагорный
127296,Нагорный
25724,Нагорный
157472,Донской
29010,Нагорный
154255,Северное Измайлово
151252,Северное Измайлово
21766,Северное Измайлово
114039,Хамовники
23422,Люблино
28912,Марьино
150866,Чертаново Северное
21248,Восточное Дегунино
28065,Нижегородский
29504,Восточное Дегунино
69548,Тимирязевский
71195,Восточное Дегунино
155847,Западное Дегунино
29441,Коньково
26299,Обручевский
150534,Ясенево
28505,Даниловский
21338,Ясенево
29086,Южное Бутово
21944,Северное Бутово
29450,Северное Бутово
21190,Восточное Дегунино
22616,Хамовники
28993,Нагатино-Садовники
27518,Северное Измайлово
20819,Сокольники
149537,Войковский
25474,Ховрино
28005,Гольяново
28314,Сокольники
21319,Метрогородок
21707,Соколиная Гора
97083,Соколиная Гора
23238,Северное Измайлово
25327,Соколиная Гора
101644,Соколиная Гора
29261,Выхино-Жулебино
29250,Выхино-Жулебино
28354,Москворечье-Сабурово
28356,Москворечье-Сабурово
75493,Царицыно
23607,Братеево
29367,Зюзино
23326,Митино
26546,Коптево
27942,Тимирязевский
29498,Восточное Дегунино
21936,Дмитровский
23558,Тропарёво-Никулино
23450,Тропарёво-Никулино
69632,Тропарёво-Никулино
153757,Раменки
23511,Очаково-Матвеевское
25528,Коптево
28255,Коптево
153300,Западное Дегунино
135836,Головинский
26543,Головинский
26134,Головинский
83788,Левобережный
27939,Сокол
29464,Крюково
23402,Можайский
21102,Бутырский
23348,Митино
75876,Соколиная Гора
75852,Соколиная Гора
120260,Тверской
130023,Москворечье-Сабурово
20157,Солнцево
22890,Раменки
19753,Раменки
59168,Очаково-Матвеевское
19810,Очаково-Матвеевское
22729,Раменки
28699,Бабушкинский
81648,Метрогородок
29368,Зюзино
23346,Митино
23335,Митино
22725,Восточное Дегунино
21346,Восточное Дегунино
72000,Восточное Дегунино
69874,Восточное Дегунино
28481,Соколиная Гора
21251,Тимирязевский
28258,Тимирязевский
127693,Западное Дегунино
153010,Мещанский
27713,Соколиная Гора
29404,Южное Бутово
19809,Фили-Давыдково
23934,Северное Бутово
27552,Южное Бутово
29453,Северное Бутово
23859,Академический
76809,Якиманка
27787,Хамовники
28778,Северное Медведково
27428,Лианозово
19660,Крылатское
23401,Можайский
156164,Замоскворечье
156166,Замоскворечье
149481,Замоскворечье
28458,Хорошёвский
27812,Соколиная Гора
155634,Ново-Переделкино
19931,Ново-Переделкино
19965,Солнцево
19746,Кунцево
27926,Коптево
149062,Ростокино
23301,Раменки
21080,Бескудниковский
129690,Головинский
24384,Дмитровский
25196,Восточное Дегунино
28684,Тимирязевский
89238,Басманный
27654,Южное Медведково
26810,Тверской
26367,Замоскворечье
23080,Отрадное
70867,Савёловский
27931,Савёловский
20837,Восточное Дегунино
23329,Митино
22789,Митино
22211,Отрадное
23535,Раменки
70866,Савёловский
121351,Савёловский
154827,Савёловский
53054,Аэропорт
84461,Силино
82566,Матушкино
87596,Таганский
21158,Царицыно
22345,Басманный
81159,Преображенское
26231,Лефортово
21940,Лефортово
79565,Басманный
28483,Соколиная Гора
28925,Марьино
121109,Хорошёвский
27043,Хорошёвский
27037,Хорошёвский
20351,Хорошёвский
125559,Тверской
125579,Тверской
23055,Останкинский
28289,Останкинский
28283,Останкинский
21728,Якиманка
21666,Мещанский
20612,Тверской
20614,Тверской
27783,Тверской
26814,Тверской
27953,Лианозово
27989,Северное Медведково
157662,Тверской
138007,Даниловский
142546,Даниловский
68255,Крюково
24642,Лосиноостровский
26039,Мещанский
28146,Чертаново Центральное
142558,Даниловский
142559,Даниловский
26288,Гагаринский
25788,Южное Бутово
29457,Северное Бутово
29459,Северное Бутово
28896,Марьино
52591,Марьино
82908,Головинский
27352,Коптево
29455,Северное Бутово
28062,Нижегородский
19657,Митино
27374,Северное Тушино
21052,Южное Тушино
27394,Южное Тушино
112452,Щукино
101110,Щукино
22348,Басманный
23497,Очаково-Матвеевское
27251,Сокольники
29825,Богородское
22998,Бутырский
27682,Щукино
22267,Щукино
69634,Митино
109016,Митино
150266,Хамовники
157812,Басманный
157813,Басманный
157816,Басманный
157817,Басманный
157819,Басманный
157820,Басманный
157821,Басманный
157822,Басманный
157823,Басманный
157824,Басманный
157825,Басманный
156894,Басманный
156897,Басманный
156904,Басманный
153715,Басманный
153717,Басманный
153719,Басманный
153667,Басманный
153669,Басманный
73560,Басманный
26526,Якиманка
149005,Южное Бутово
29089,Южное Бутово
29077,Южное Бутово
114251,Обручевский
27902,Беговой
27899,Беговой
27995,Ярославский
28295,Ярославский
148183,Замоскворечье
144757,Замоскворечье
25906,Басманный
127793,Западное Дегунино
28268,Ховрино
135987,Сокол
26146,Сокол
22848,Сокол
157710,Ховрино
22712,Беговой
157595,Беговой
135224,Беговой
53049,Хамовники
74316,Хамовники
74361,Хамовники
74369,Хамовники
119387,Хамовники
119344,Хамовники
27222,Хамовники
25161,Хамовники
25854,Хамовники
22611,Хамовники
80140,Хамовники
19632,Ново-Переделкино
132487,Ново-Переделкино
73721,Можайский
19923,Можайский
20112,Можайский
28213,Якиманка
28015,Метрогородок
150360,Сокольники
27118,Марьина Роща
24776,Марьина Роща
24940,Басманный
26432,Пресненский
145852,Тверской
26158,Бутырский
20933,Марьина Роща
20929,Марьина Роща
20930,Марьина Роща
28745,Марьина Роща
28742,Марьина Роща
28744,Марьина Роща
20935,Марьина Роща
20937,Марьина Роща
20018,Филёвский Парк
20019,Филёвский Парк
20021,Филёвский Парк
20015,Филёвский Парк
70810,Филёвский Парк
20027,Филёвский Парк
20016,Филёвский Парк
20012,Филёвский Парк
20013,Филёвский Парк
20022,Филёвский Парк
20023,Филёвский Парк
20024,Филёвский Парк
20025,Филёвский Парк
22774,Филёвский Парк
20014,Филёвский Парк
19996,Филёвский Парк
19696,Филёвский Парк
19697,Филёвский Парк
19698,Филёвский Парк
20011,Филёвский Парк
20043,Филёвский Парк
23461,Филёвский Парк
70403,Филёвский Парк
23830,Очаково-Матвеевское
23473,Покровское-Стрешнево
28897,Марьино
29252,Выхино-Жулебино
124534,Якиманка
27538,Братеево
26195,Ярославский
28461,Алексеевский
21571,Алексеевский
27947,Алексеевский
136479,Бабушкинский
136626,Мещанский
140727,Мещанский
149434,Мещанский
28277,Останкинский
149066,Ростокино
20528,Останкинский
27961,Останкинский
143612,Останкинский
28291,Свиблово
144427,Ростокино
72611,Ростокино
27944,Алексеевский
151965,Останкинский
28281,Останкинский
28465,Алексеевский
27946,Алексеевский
29519,Алексеевский
28467,Алексеевский
20283,Марьина Роща
149744,Мещанский
140285,Мещанский
134338,Мещанский
20315,Мещанский
26021,Мещанский
29518,Алексеевский
144892,Ростокино
147834,Мещанский
152993,Мещанский
27870,Мещанский
23053,Останкинский
28279,Останкинский
27957,Марьина Роща
23045,Марьина Роща
24433,Марьина Роща
83636,Марьина Роща
23039,Марьина Роща
27952,Лианозово
27954,Лианозово
135219,Бутырский
27821,Марьина Роща
71779,Марьина Роща
23025,Марьина Роща
27951,Лианозово
152156,Лианозово
118650,Отрадное
21100,Бутырский
23079,Отрадное
26157,Бутырский
143115,Лианозово
27820,Алтуфьевский
151191,Марьина Роща
23042,Марьина Роща
83633,Марьина Роща
27987,Северное Медведково
21315,Северное Медведково
145221,Бутырский
145227,Бутырский
27114,Бибирево
28734,Марфино
22206,Останкинский
21238,Останкинский
24780,Останкинский
26189,Северный
28286,Останкинский
28278,Останкинский
28276,Останкинский
28274,Останкинский
129900,Ростокино
73514,Алексеевский
26188,Северное Медведково
21115,Марьина Роща
21302,Алтуфьевский
141344,Марфино
27956,Марфино
20893,Останкинский
25237,Алексеевский
28740,Марьина Роща
21903,Южное Медведково
27443,Лосиноостровский
23158,Ярославский
20778,Ярославский
23054,Останкинский
145282,Бибирево
91494,Ростокино
29522,Алексеевский
83875,Марьина Роща
28282,Останкинский
28468,Алексеевский
138362,Бабушкинский
21119,Останкинский
26863,Останкинский
91672,Останкинский
107450,Останкинский
107456,Останкинский
107442,Останкинский
107574,Останкинский
107462,Останкинский
107466,Останкинский
107471,Останкинский
107480,Останкинский
107485,Останкинский
84360,Останкинский
27964,Отрадное
25759,Алексеевский
24770,Алексеевский
58837,Алексеевский
27464,Ярославский
135892,Бибирево
27705,Лосиноостровский
22207,Останкинский
145275,Бибирево
28736,Марфино
22905,Алтуфьевский
83697,Бибирево
27115,Бутырский
27116,Бутырский
157565,Бутырский
28710,Бибирево
29740,Алексеевский
27959,Марьина Роща
146901,Марьина Роща
25609,Марьина Роща
26173,Марьина Роща
83639,Марьина Роща
20817,Марьина Роща
21608,Марьина Роща
138604,Бутырский
20707,Марьина Роща
27958,Марьина Роща
22090,Бабушкинский
22907,Алтуфьевский
28285,Останкинский
21109,Бутырский
21094,Бутырский
23050,Останкинский
25530,Останкинский
145283,Останкинский
21607,Бутырский
132319,Бабушкинский
38262,Бибирево
28294,Северный
27945,Алексеевский
21902,Южное Медведково
20979,Ярославский
20980,Ярославский
29225,Ярославский
21237,Останкинский
27963,Отрадное
23114,Свиблово
114980,Марьина Роща
26865,Останкинский
22205,Останкинский
28747,Останкинский
21970,Отрадное
21763,Отрадное
26179,Отрадное
25916,Отрадное
25612,Отрадное
23099,Отрадное
23078,Отрадное
153996,Отрадное
153998,Отрадное
83700,Бибирево
29887,Марьина Роща
28296,Ярославский
25616,Ярославский
27967,Отрадное
27992,Ярославский
28272,Марьина Роща
69849,Лосиноостровский
20648,Останкинский
26174,Останкинский
72191,Останкинский
21351,Останкинский
140621,Лосиноостровский
20362,Отрадное
28287,Останкинский
133769,Бутырский
23059,Отрадное
29751,Останкинский
23052,Останкинский
22208,Останкинский
97185,Останкинский
94496,Останкинский
25615,Ярославский
23071,Отрадное
23066,Отрадное
117524,Отрадное
29857,Отрадное
27462,Ярославский
21627,Ярославский
82639,Ярославский
82640,Ярославский
26176,Отрадное
150783,Бибирево
89416,Бибирево
138207,Бибирево
22209,Останкинский
144426,Ростокино
28464,Алексеевский
27977,Ростокино
152980,Бутырский
91252,Бибирево
110787,Бибирево
26929,Бибирево
22993,Бутырский
29212,Алексеевский
81498,Алексеевский
25564,Отрадное
26160,Лосиноостровский
21527,Свиблово
27580,Ярославский
72515,Северное Медведково
20773,Северное Медведково
20926,Марфино
27579,Северный
27434,Лосиноостровский
149916,Отрадное
22972,Бибирево
83628,Марьина Роща
28777,Свиблово
137334,Бабушкинский
29515,Алексеевский
22884,Алексеевский
29534,Южное Медведково
23068,Отрадное
144890,Ростокино
27985,Северное Медведково
82642,Ярославский
82643,Ярославский
22989,Бутырский
28748,Останкинский
28284,Останкинский
28693,Алексеевский
151112,Северное Медведково
153533,Алексеевский
23165,Ярославский
59188,Бибирево
83708,Бибирево
145223,Бутырский
27433,Лианозово
59182,Бибирево
58898,Свиблово
85962,Свиблово
58897,Свиблово
59166,Свиблово
59218,Свиблово
144287,Свиблово
60354,Свиблово
145397,Ярославский
28474,Ростокино
28470,Марфино
22929,Бабушкинский
22930,Бабушкинский
22975,Бибирево
140503,Алтуфьевский
27466,Ярославский
20777,Ярославский
24771,Алексеевский
80638,Марьина Роща
140289,Марьина Роща
71750,Марьина Роща
71756,Марьина Роща
71742,Марьина Роща
58516,Останкинский
27460,Северный
25477,Бибирево
28738,Марьина Роща
154717,Отрадное
23090,Отрадное
23107,Отрадное
23060,Отрадное
27950,Лианозово
22970,Бибирево
155945,Бибирево
27975,Отрадное
142951,Южное Медведково
151333,Лианозово
26858,Алексеевский
20644,Алексеевский
28462,Алексеевский
